road_id,idle_driver_count
"(436821851, 414683263)",4
"(732443015, 733126135)",3
"(1830064493, 1019336044)",1
"(733126485, 997967721)",2
"(1830064471, 732443015)",5
"(1019335993, 436813295)",3
"(733126620, 733126545)",3
"(733126647, 732444175)",1
"(414683263, 436821851)",5
"(414685107, 1019336073)",1
"(1019336073, 414685107)",2
"(1019336061, 733127315)",2
"(414685047, 997781255)",3
"(733127315, 733126620)",2
"(414683232, 997781255)",1
"(436813295, 1019336073)",1
"(733126620, 733126135)",2
"(436813295, 997781255)",2
"(1830064471, 1830064493)",2
"(1019336037, 1019336061)",1
"(1019336073, 1019335993)",1
"(414685047, 4752138049)",3
"(414683232, 414683263)",3
"(733126647, 733126578)",2
"(997781255, 414685047)",3
"(733126135, 732746725)",1
"(997781255, 733126647)",2
"(733126464, 733126485)",2
"(1019336037, 1019336073)",4
"(1019336014, 414683232)",1
"(997781255, 436813295)",2
"(1019336014, 436821851)",1
"(414685107, 1019336014)",2
"(1019336073, 1019336014)",2
"(1850655116, 733127315)",1
"(733126464, 1019336044)",1
"(1019336060, 1019336061)",2
"(1019336044, 1019336077)",2
"(436821851, 1019336014)",1
"(1019336073, 1019335974)",1
"(1936511456, 1906492570)",6
"(3893667695, 3893667692)",2
"(5863307819, 1936511524)",2
"(3893667692, 1872078097)",2
"(1872078101, 1936511456)",3
"(3893667692, 3893667695)",1
"(2330782495, 436839901)",4
"(4732384440, 436854118)",4
"(436839901, 2330782495)",3
"(436872628, 5348913423)",1
"(2329648896, 436825406)",3
"(436718711, 5863307814)",3
"(1936511456, 436854118)",4
"(1906492570, 1936511456)",5
"(1936511524, 1906492570)",4
"(5348913423, 5348913318)",2
"(1936511372, 436854118)",6
"(436854118, 1936511372)",4
"(1906492570, 1936511524)",5
"(5348913318, 436839901)",1
"(5348913423, 436839901)",2
"(5863307819, 436872628)",2
"(436718711, 436825406)",3
"(1936511524, 436856763)",3
"(414683302, 436825400)",3
"(436854118, 1936511456)",4
"(5348913423, 436872628)",2
"(3893667692, 1936511456)",5
"(4732384440, 1872078101)",1
"(436825400, 436825406)",1
"(436854106, 4732384440)",1
"(5863307819, 414683302)",2
"(1936511372, 3893667695)",1
"(436825406, 2329648896)",4
"(436872628, 436854106)",2
"(1936511524, 5863307819)",5
"(2451940665, 5863307814)",2
"(3893667695, 1936511372)",3
"(1872078101, 4732384440)",4
"(436839901, 5348913318)",2
"(436825406, 436718711)",3
"(436856763, 1936511524)",1
"(5863307819, 436856763)",1
"(5348913423, 1936511372)",1
"(1936511456, 1872078101)",2
"(1936511372, 5348913423)",2
"(436718709, 436718711)",1
"(436856763, 5863307819)",1
"(5863307814, 5863307819)",2
"(1872078097, 3893667692)",2
"(1936511456, 3893667692)",1
"(436854118, 4732384440)",1
"(5348913318, 5348913423)",2
"(1939143883, 1936511624)",4
"(4639568131, 1939143735)",4
"(4639568131, 1939143883)",1
"(1936511562, 1936511624)",2
"(436842623, 1717103402)",3
"(414685867, 4750059026)",4
"(1939143828, 1936511562)",3
"(1939143883, 4639568131)",4
"(1939144307, 1939143735)",2
"(1936511624, 1939143883)",4
"(3829120878, 1939143996)",2
"(2858053222, 4750059026)",2
"(1936511621, 1936511562)",2
"(6265962832, 436860746)",2
"(2858053222, 436880740)",3
"(1936511562, 1939143828)",5
"(1939144307, 436870883)",1
"(1936511624, 1859641730)",4
"(436761372, 436761387)",2
"(1939143883, 1939144037)",3
"(1939144037, 1936511668)",3
"(436830067, 414685876)",3
"(2135060914, 436761387)",1
"(414685876, 414685867)",3
"(436761387, 1936511562)",1
"(3832952951, 436761387)",1
"(1936511562, 1936511621)",2
"(436761372, 414683355)",3
"(414685876, 1936511562)",2
"(2135060914, 2135060818)",2
"(436870883, 1939144307)",2
"(4750059026, 414685867)",1
"(1939143959, 1936511621)",2
"(1939143996, 1939143959)",2
"(1939143959, 1939143828)",1
"(436761387, 3832952951)",3
"(1939143959, 1939143996)",4
"(1939143672, 1939144307)",2
"(4750059026, 2858053222)",1
"(414685867, 1936511624)",1
"(414685876, 436830067)",1
"(1939144037, 1939143883)",2
"(490631694, 1939143735)",2
"(1939143996, 1939143828)",2
"(1939143735, 490631694)",2
"(1936511624, 414685867)",1
"(6265962832, 3829120878)",1
"(414685876, 436842623)",1
"(1936511562, 414685876)",1
"(414685867, 414685876)",3
"(436860746, 6265962832)",1
"(436880740, 2858053222)",1
"(1939143996, 3829120878)",1
"(1939143996, 1939144037)",2
"(436842623, 414685876)",1
"(1717103402, 436842623)",2
"(1939144037, 1939144048)",1
"(1936511621, 1939143959)",1
"(1939143828, 1939143996)",1
"(1859641730, 1936511624)",1
"(2546486078, 414685867)",1
"(1939143828, 3832952951)",1
"(1939144037, 6265962832)",1
"(1939144048, 1939144037)",1
"(436831356, 414683355)",2
"(1939143828, 1939143959)",2
"(1939143735, 4639568131)",2
"(414685867, 2356300135)",1
"(1943131982, 1939143996)",1
"(4644145581, 4127273715)",1
"(4127273715, 436842756)",4
"(4625706296, 4625904945)",1
"(1835967403, 436839461)",1
"(436839461, 436811700)",2
"(436848377, 436848379)",3
"(1835246028, 5404739708)",4
"(436842756, 4127273715)",5
"(5403582168, 5404739708)",5
"(1835967391, 1835967403)",6
"(1793919659, 1835246055)",5
"(1835246055, 1793919659)",2
"(1829303752, 1835967369)",2
"(5404739367, 1793919659)",3
"(436839461, 5404739708)",3
"(436811700, 5403582168)",8
"(4625904945, 4625706296)",3
"(5281441368, 2824421285)",3
"(414684377, 1829303752)",2
"(436858756, 436848377)",2
"(1835967369, 436811700)",3
"(1776713315, 436847191)",3
"(2824421285, 436842756)",2
"(5403582168, 436842756)",3
"(4625904945, 436834069)",1
"(436848379, 4624799686)",2
"(436848377, 1776713309)",1
"(1835967403, 436848377)",2
"(1835967292, 436811684)",1
"(5403582168, 436811700)",1
"(1835967369, 1829303752)",1
"(5281441368, 5403582168)",4
"(1776713309, 436848377)",1
"(436811700, 436811684)",2
"(436848377, 436847191)",1
"(2825779575, 1776713315)",1
"(436847191, 436848377)",1
"(436834069, 4625904945)",3
"(1793919659, 5404739367)",2
"(414684377, 4625706296)",2
"(436848379, 436848377)",1
"(1835967369, 1835967292)",2
"(1835967391, 1835967369)",1
"(436811700, 436839461)",2
"(436842756, 5403582168)",1
"(2824421285, 5281441368)",1
"(5404739708, 5404739367)",2
"(436847191, 1776713315)",2
"(4127273715, 4644145581)",1
"(1776713309, 1776713315)",3
"(436848377, 1835967403)",1
"(1835967403, 1835246055)",2
"(1835967403, 1835967391)",1
"(436811684, 436811700)",1
"(1846256137, 5404739708)",2
"(5404739708, 436839461)",1
"(436839461, 1835967403)",2
"(1776713315, 1776713309)",1
"(4625706296, 414684377)",1
"(436848377, 436858756)",1
"(1776713309, 436847191)",2
"(436811700, 1835967369)",2
"(5404739708, 1835246055)",1
"(2517098386, 4598385546)",1
"(436870699, 436856276)",1
"(355172967, 436857634)",4
"(436839420, 436857629)",4
"(1945254521, 3285441980)",4
"(436857629, 436839420)",4
"(436870699, 2517102561)",4
"(436857629, 436857634)",4
"(436857634, 355172967)",2
"(436856402, 436856438)",1
"(436839420, 3285441980)",1
"(2517098386, 436838370)",1
"(2517098386, 436870699)",2
"(2517102561, 436870699)",6
"(436844958, 436844951)",1
"(2285187695, 414685829)",1
"(436844951, 414685366)",2
"(414685366, 436844951)",1
"(4273893719, 1936511488)",3
"(4203029493, 3285441980)",3
"(436856402, 1484324025)",2
"(414685366, 4203029493)",2
"(4273893719, 414685829)",4
"(436857629, 1945254521)",3
"(3285441980, 1945254521)",2
"(2285187695, 414685366)",5
"(436870699, 2517098386)",3
"(1908148227, 1484324025)",2
"(414685829, 4273893719)",5
"(436857629, 2285187695)",4
"(1908148227, 4203029493)",2
"(4598385546, 2517098386)",4
"(4203029493, 1908148227)",2
"(4203029493, 414685366)",2
"(355172967, 2285187695)",3
"(3285441980, 436856402)",1
"(1936511488, 4273893719)",2
"(355172967, 4203161539)",2
"(3285441980, 4203029493)",2
"(436856438, 436856402)",1
"(414685366, 2285187695)",2
"(414685829, 2285187695)",2
"(1945254521, 4203029493)",1
"(355172967, 436844958)",1
"(4203161539, 355172967)",3
"(3285441980, 436839420)",5
"(2285187695, 436857629)",1
"(436838370, 2517098386)",2
"(4273893719, 436844951)",1
"(3285441980, 1908148227)",3
"(1945254521, 436857629)",3
"(436838370, 4273893719)",1
"(436857634, 436857629)",1
"(4273893719, 436838370)",1
"(2418534615, 3285441980)",2
"(1908148227, 436856402)",1
"(1945254788, 414685829)",1
"(3285441980, 1484324025)",1
"(3835883069, 3838818327)",2
"(1936511972, 5247465912)",1
"(3838818327, 355173169)",4
"(436856508, 3838817777)",1
"(414686111, 4163787275)",2
"(5191760813, 1936511900)",8
"(414686143, 414686141)",5
"(3836381224, 1939144154)",2
"(414686147, 436870403)",2
"(5247465915, 414686111)",1
"(5247465912, 5191760813)",2
"(1939144154, 3836381224)",2
"(414686147, 414686143)",1
"(414686141, 1000121726)",2
"(3835883069, 5198597932)",2
"(436865143, 5191760813)",1
"(3097348497, 3836381224)",5
"(5191760813, 5247465915)",1
"(3838818327, 3835883069)",3
"(1936511900, 436865143)",4
"(355173169, 3838818327)",1
"(436856508, 3835883069)",3
"(6615871592, 1936511900)",3
"(436870403, 414686147)",2
"(3836381224, 3097348497)",4
"(436870403, 5247465915)",3
"(3838817777, 436856508)",3
"(436856508, 414686141)",2
"(5247465915, 436870403)",3
"(5191760813, 5247465912)",3
"(3836381285, 414686141)",1
"(4163787275, 3836381224)",2
"(4163787275, 436856508)",3
"(414686111, 3836381285)",2
"(3838817777, 355173169)",2
"(5247465912, 1939144192)",2
"(1936511900, 414686111)",2
"(1000121726, 3835883069)",4
"(1936511900, 5191760813)",2
"(414686111, 1936511900)",3
"(3838817777, 3097348497)",4
"(1939144160, 1939144154)",1
"(3836381224, 3838817777)",2
"(436856508, 4163787275)",1
"(3097348497, 3838817777)",1
"(3835970746, 414686143)",3
"(414686143, 3835970746)",1
"(1939144154, 6615871592)",1
"(4163787275, 414686111)",2
"(3835883069, 1000121726)",2
"(414686143, 414686147)",2
"(4163787275, 3836381285)",1
"(414686141, 436856508)",1
"(414686141, 3836381285)",1
"(1939144154, 5217294981)",1
"(5198597932, 3835883069)",1
"(414686141, 414686143)",2
"(3836381285, 4163787275)",1
"(414686111, 5247465915)",1
"(355173169, 3838817777)",1
"(1936511972, 2147578814)",1
"(5127675719, 2147578788)",1
"(436842142, 436842145)",1
"(3844066688, 436835613)",3
"(414687970, 436842149)",1
"(436865508, 3834346999)",2
"(436835613, 3844066688)",3
"(436842149, 414687970)",4
"(3834347276, 3834244139)",1
"(436842149, 436842145)",3
"(414687953, 3834346999)",4
"(436842145, 436842149)",2
"(436809625, 436809607)",1
"(436868433, 414687970)",2
"(414688007, 436865508)",3
"(4149591898, 436859855)",1
"(436859855, 3834244139)",4
"(3840906382, 436859855)",3
"(5089304295, 3834241939)",3
"(436809607, 436809625)",3
"(3840906382, 4149591898)",2
"(3840906382, 3840906397)",2
"(414688020, 436868433)",2
"(414687970, 3840906397)",3
"(436809607, 436859855)",2
"(436835613, 436809625)",3
"(4149591898, 3840906382)",3
"(5086939516, 414687953)",1
"(3834244139, 436859855)",2
"(414687903, 436845927)",3
"(436842145, 3834241939)",2
"(436865378, 436842149)",3
"(4149591898, 414688020)",3
"(436863476, 414687903)",1
"(3847023824, 4149591898)",2
"(4149591898, 3847023824)",1
"(436859855, 3847023824)",3
"(3834346999, 3834347276)",4
"(3834241939, 436859855)",2
"(3834347276, 436809607)",2
"(436842142, 436865378)",3
"(414687953, 3834244139)",2
"(436835613, 436858075)",2
"(3834241939, 5089304295)",2
"(3834346999, 414687953)",2
"(3847023824, 436835613)",3
"(414687953, 436863476)",2
"(436842142, 5089304295)",2
"(436845927, 3834241939)",2
"(414687970, 436868433)",1
"(3840906397, 3840906382)",1
"(3840906397, 414687970)",2
"(436835613, 3847023824)",2
"(436865378, 436842142)",1
"(3840906397, 414688020)",1
"(3834241939, 436845927)",1
"(436858075, 436835613)",3
"(3834346999, 436865508)",1
"(436842149, 436865378)",1
"(436865508, 414688007)",2
"(436859855, 3840906382)",1
"(436809625, 436865508)",1
"(3834244139, 414687953)",1
"(436863476, 414687953)",1
"(3834347276, 3834346999)",1
"(436845927, 414687903)",1
"(436842145, 436842142)",1
"(5340979170, 4641964959)",3
"(5340979168, 5340962524)",5
"(5340984890, 4641964959)",3
"(3966737321, 5344150557)",3
"(4642688792, 5348062442)",6
"(5344150556, 5344150557)",4
"(4641964959, 5340984890)",3
"(5348062443, 5348062441)",4
"(5340962524, 358929796)",2
"(5340984890, 5833798066)",5
"(5340984890, 5340979182)",3
"(4641964959, 5340979170)",2
"(3008086129, 5341008762)",4
"(5344150557, 5344150556)",2
"(4642688792, 5344150557)",3
"(4642688797, 5344150556)",3
"(5341008762, 5348062443)",6
"(5833798066, 5348062441)",4
"(5348062441, 4642688792)",2
"(5344150555, 5344150556)",6
"(4719369195, 5833798066)",2
"(5344150556, 4642688797)",8
"(5340962524, 5340979170)",5
"(358929796, 4641964959)",3
"(358929796, 5340962524)",6
"(5340979182, 5340984890)",5
"(5348062442, 5833798066)",3
"(5833798066, 4719369195)",7
"(5833798066, 5340984890)",1
"(5340979170, 5340979182)",5
"(5341008762, 3008086129)",1
"(5341008762, 5340979182)",2
"(5340979182, 5340979170)",2
"(5344150556, 5344150555)",1
"(4642688792, 4719369195)",1
"(5348062443, 5833798066)",1
"(5348062444, 5341008762)",1
"(5348062442, 5348062444)",1
"(5833798066, 5348062444)",1
"(5344150557, 4642688792)",1
"(5340979170, 5340979168)",2
"(5340979182, 5341008762)",1
"(2451940622, 436837321)",2
"(3785057886, 4729337863)",2
"(3860578492, 436855681)",1
"(414685273, 414685256)",4
"(414685256, 414685273)",1
"(436835433, 1133534908)",2
"(414685273, 2421606544)",2
"(436835420, 436835433)",3
"(436835433, 436835420)",2
"(2451940622, 3868066425)",1
"(436835420, 3867929827)",3
"(4663235584, 2329648896)",3
"(2329648896, 3351589225)",2
"(4729337863, 3749753645)",3
"(414685273, 436859651)",3
"(2421606544, 414685273)",2
"(3749753645, 2147528627)",2
"(436859663, 414683294)",2
"(414683294, 436859651)",1
"(436837321, 2451940622)",2
"(436835405, 3868066425)",3
"(3785057886, 436859669)",3
"(5219505181, 436835420)",4
"(3749753645, 3860578492)",1
"(436877210, 436828299)",1
"(1133534908, 414683294)",2
"(436859669, 4729337863)",4
"(414683294, 436859663)",1
"(1133534908, 436859669)",1
"(2139941924, 414685273)",2
"(3860578492, 3749753645)",3
"(414685225, 436828299)",5
"(414685225, 436837321)",3
"(3868066425, 436835405)",2
"(414683297, 436859651)",1
"(436805789, 5219505181)",1
"(3868066425, 2451940622)",6
"(436859651, 414683297)",2
"(1133534908, 436718709)",2
"(2421606544, 414683297)",1
"(436828299, 436805789)",3
"(4729337863, 436859669)",1
"(436859651, 414685273)",1
"(414685273, 2139941924)",3
"(2147528627, 4729337863)",4
"(4663235584, 3356410218)",2
"(436805789, 414685256)",1
"(436859663, 4729337863)",1
"(436828299, 414685225)",3
"(414683297, 2421606544)",3
"(436859669, 3785057886)",2
"(5219505181, 436805789)",1
"(436835420, 5219505181)",1
"(4729337863, 3785057886)",1
"(5219505181, 436859651)",1
"(3868066425, 414685225)",3
"(436835420, 414685225)",1
"(3867929827, 436835420)",1
"(436805789, 436828299)",1
"(414685256, 436805789)",1
"(436859669, 436859663)",1
"(4729337863, 436859663)",1
"(436837321, 414685225)",2
"(2329648896, 4663235584)",1
"(414685225, 436835420)",1
"(414685225, 3868066425)",1
"(5354546380, 2213086977)",5
"(1829303783, 1880398331)",2
"(436836830, 2213087036)",2
"(1829303790, 436836754)",3
"(2213087036, 436836830)",4
"(436838806, 2824469399)",4
"(2824440489, 4906964774)",1
"(1829303766, 1829303783)",3
"(4906964774, 2824451499)",5
"(2824451499, 2956211233)",7
"(436836754, 1829303790)",2
"(2956211233, 1829303783)",1
"(2464827646, 414692726)",3
"(1829303790, 2824469399)",3
"(4906964774, 2824440489)",1
"(1829303783, 1829303766)",2
"(5354546380, 1829303783)",3
"(2956211233, 2824451499)",5
"(1829303790, 1880398331)",1
"(1880398331, 1829303790)",3
"(2824469399, 1829303790)",2
"(1880398331, 4732198533)",3
"(436824009, 436836754)",3
"(4289350018, 5354546380)",3
"(436836754, 2824440489)",4
"(5354546380, 4631164652)",2
"(4732198533, 436836830)",2
"(2213087036, 1829303790)",1
"(1829303790, 2213087036)",1
"(4717626341, 4289350018)",3
"(2824469399, 436838806)",1
"(4717626341, 3904711590)",1
"(436836754, 436824009)",5
"(5354546380, 4289349908)",3
"(4289349908, 5354546380)",3
"(1829303783, 2956211233)",1
"(1829303783, 5354546380)",2
"(2213087036, 414683141)",1
"(2824440489, 2824451499)",2
"(4906964774, 2824501228)",1
"(414683141, 2213087036)",3
"(436836830, 4732198533)",3
"(436393421, 5354546380)",2
"(2824440489, 436836754)",1
"(4732198533, 1880398331)",2
"(414692726, 2464827646)",2
"(414692726, 4717626341)",1
"(2824451499, 2824440489)",2
"(4631164652, 5354546380)",2
"(2824451499, 4906964774)",1
"(3904711590, 4717626341)",3
"(4717626341, 414692726)",1
"(2213086977, 4717626341)",1
"(1880398331, 1829303783)",3
"(4289350018, 4717626341)",1
"(436844263, 436838063)",2
"(2932857697, 436853888)",4
"(2551950249, 2385987945)",2
"(2385987946, 798554083)",1
"(2551950248, 2551950297)",3
"(436844263, 436844259)",4
"(436763814, 798688402)",3
"(2932857697, 436842082)",4
"(436838063, 4984575327)",2
"(414684380, 2103868103)",1
"(4984575327, 2551950297)",4
"(2551950297, 436844263)",2
"(2551950297, 4984575327)",2
"(2534822855, 4738140920)",2
"(2103868103, 2932857697)",6
"(2932857697, 414684380)",1
"(4984575327, 436838063)",2
"(798554082, 798554455)",2
"(4738140920, 2534822855)",1
"(2551950326, 2551950310)",3
"(2551950249, 2551950248)",3
"(436844263, 2551950297)",5
"(798554083, 798554082)",2
"(2551950248, 414684380)",2
"(798554083, 2551950297)",1
"(2385987946, 2385987945)",2
"(2385987945, 2385987946)",3
"(798554083, 2385987946)",3
"(2932857697, 2103868103)",2
"(2551950318, 436805205)",3
"(436853888, 1132502928)",1
"(2551950326, 2551950251)",4
"(414684380, 2932857697)",3
"(4984575327, 2551950318)",3
"(2110270505, 2103868103)",2
"(2551950310, 2551950297)",5
"(2551950297, 2551950318)",1
"(2385987945, 436853888)",1
"(436842082, 2932857697)",5
"(436844263, 414684380)",2
"(2385987945, 2551950249)",2
"(436853888, 2385987945)",5
"(2103868103, 2110270505)",1
"(2551950251, 2551950249)",3
"(2551950251, 2551950318)",2
"(2551950249, 2551950251)",2
"(436838063, 436844263)",3
"(2551950248, 2551950249)",3
"(2103868103, 414684380)",1
"(2551950297, 2551950248)",1
"(2551950297, 798554083)",1
"(1132441066, 436763814)",1
"(436853888, 2932857697)",1
"(414684380, 436844263)",1
"(2343557890, 414684891)",3
"(601725418, 2343557890)",8
"(2343557890, 2614806658)",4
"(603146332, 414685027)",4
"(436857194, 4650558630)",3
"(4602602616, 414685027)",4
"(2935033578, 4602602616)",3
"(1794223025, 2343557890)",1
"(2343557890, 4503939302)",3
"(4602602616, 2935033578)",4
"(4503939302, 414685027)",7
"(436828018, 4650558630)",3
"(4600944609, 603149164)",5
"(4600944609, 436828018)",5
"(4650558630, 436828018)",4
"(4600944609, 2935033578)",3
"(4650558630, 436857194)",4
"(2343557890, 601643585)",2
"(414685027, 4602602616)",5
"(603149164, 4602602616)",5
"(4503939302, 2343557890)",3
"(2343557890, 2848435582)",2
"(4602602616, 603149164)",1
"(2848435582, 2343557890)",4
"(2343557890, 1794223025)",2
"(414685027, 2290015288)",4
"(603146306, 2343557890)",3
"(2935033578, 436828018)",3
"(2343557890, 603146306)",4
"(436828018, 2935033578)",2
"(2290015288, 414685027)",4
"(414684891, 2343557890)",2
"(2935033578, 4600944609)",2
"(600579449, 2343557890)",1
"(436828018, 4600944609)",3
"(603149164, 4600944609)",2
"(414685027, 4503939302)",3
"(414685027, 603146332)",2
"(601725425, 601643586)",2
"(3969463619, 414902607)",1
"(5299419317, 4659933175)",2
"(4297057010, 3958567085)",5
"(4032433846, 4659933176)",5
"(5259777133, 4297057010)",1
"(436252688, 670234975)",2
"(4659933175, 4032433846)",1
